SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ISFT,EQ,142.88,143.01,135.29,136.09,136.5,140.78,32022,4457817.25,09-Jan-2025,2019,INE566K01011
AARTECH,EQ,90.59,90.59,90.59,90.59,90.59,95.36,182869,16566102.71,09-Jan-2025,437,INE01C001026
AMNPLST,EQ,308,325,301.8,303.25,305,301.6,94954,29859737.20,09-Jan-2025,3706,INE275D01022
AVANTEL,EQ,148.63,148.85,145.58,146.02,146.5,148.9,430484,63075842.48,09-Jan-2025,11297,INE005B01027
BAJAJHFL,EQ,123.45,123.45,120.6,120.9,120.96,123.46,5654550,688373551.23,09-Jan-2025,47876,INE377Y01014
MOMENTUM,EQ,32.45,32.46,31.81,31.92,32,32.46,127514,4085364.08,09-Jan-2025,1188,INF209KB14K7
BIRET,RR,289.17,291.5,287.25,288.5,288,289.17,191358,55542478.25,09-Jan-2025,2114,INE0FDU25010
DPSCLTD,EQ,16.23,16.62,16.23,16.41,16.35,16.36,144786,2382508.49,09-Jan-2025,882,INE360C01024
HAVELLS,EQ,1643.7,1648.5,1616.05,1630.2,1630,1643.7,1034497,1689015892.55,09-Jan-2025,46156,INE176B01034
AUTOIETF,EQ,23.97,24.05,23.73,23.8,23.84,23.85,174427,4157338.36,09-Jan-2025,1832,INF109KC10V2
SHYAMCENT,EQ,12.72,13.05,12.48,12.53,12.7,12.88,129953,1647950.06,09-Jan-2025,932,INE979R01011
NINSYS,EQ,527.25,544.95,506.8,511.3,508.05,524.5,6053,3132216.25,09-Jan-2025,801,INE395U01014
SCHAND,EQ,205.99,216.02,204.6,210.72,215,205.6,60582,12605260.32,09-Jan-2025,5259,INE807K01035
NELCAST,EQ,119.4,122.99,113.26,115.41,116.4,118.19,47096,5498339.04,09-Jan-2025,1612,INE189I01024
ACMESOLAR,EQ,231.24,241,231.24,238.1,237.8,229.95,930189,221013884.64,09-Jan-2025,19144,INE622W01025
ABREL,EQ,2225,2240,2152.25,2167.1,2160,2227.6,197209,434040781.55,09-Jan-2025,28372,INE055A01016
ABSLLIQUID,EQ,1000,1000.01,999.99,1000.01,1000.01,1000,4194,4193998.96,09-Jan-2025,22,INF209KB18T9
COUNCODOS,EQ,6.56,6.57,6.35,6.4,6.48,6.46,89418,575348.73,09-Jan-2025,354,INE695B01025
GROWWEV,EQ,29.88,30.19,29.6,29.84,29.7,29.8,405624,12094523.70,09-Jan-2025,3559,INF666M01IH2
BANKIETF,EQ,50.68,50.68,50.09,50.4,50.52,50.59,5558161,279504260.11,09-Jan-2025,3450,INF109KC15I8
SWARAJENG,EQ,2970,3037.9,2970,3018.95,3019,3005.85,4408,13289874.90,09-Jan-2025,1488,INE277A01016
TOLINS,EQ,207.1,207.86,199.41,201.17,204.03,207.43,125895,25665324.26,09-Jan-2025,2888,INE0RWQ01014
QVCEL,ST,42,42,41.7,41.7,41.7,42.5,4800,200640.00,09-Jan-2025,3,INE0KZF01015
925SCL25A,NH,979.9,979.9,979.9,979.9,979.9,979.9,6,5879.40,09-Jan-2025,1,INE148I07QG2
LEMONTREE,EQ,146.3,148.68,142.8,143.21,143.39,147.32,1786886,259616162.34,09-Jan-2025,20908,INE970X01018
MOM100,EQ,60.38,60.73,59.66,59.76,59.9,60.27,3260472,196162384.59,09-Jan-2025,4386,INF247L01023
MCX,EQ,5929.05,5998.8,5842,5856.5,5864.8,5938.5,168723,996143939.10,09-Jan-2025,28101,INE745G01035
ASHALOG,ST,102.95,102.95,97.4,99.5,99.05,100.3,13000,1305850.00,09-Jan-2025,13,INE0LAA01017
CESC,EQ,174,174.4,169.3,169.89,170.1,174.42,5606219,960644008.33,09-Jan-2025,72108,INE486A01021
GVKPIL,BE,4.66,4.66,4.49,4.51,4.49,4.59,1171239,5333014.22,09-Jan-2025,1834,INE251H01024
SURANASOL,EQ,45.5,45.5,42.68,42.78,42.68,44.93,131075,5694931.45,09-Jan-2025,2365,INE272L01022
WIPL,BE,236.55,237.15,222,224.79,222,226.12,657,151622.82,09-Jan-2025,31,INE215F01023
ROSSTECH,EQ,465.25,476.75,456,466.95,467.9,469.4,11899,5551787.80,09-Jan-2025,790,INE0OJW01016
LANCORHOL,EQ,34.98,34.98,33.05,33.98,33.32,34.24,76522,2609204.74,09-Jan-2025,2478,INE572G01025
SGBAUG29V,GB,8128.01,8189.99,8128.01,8133.01,8133.01,8139.28,39,318343.45,09-Jan-2025,16,IN0020210129
ATMASTCO,ST,295.25,295.25,283.75,283.75,283.75,289.5,59200,17332580.00,09-Jan-2025,76,INE05DH01017
HEUBACHIND,EQ,547.95,551,545.2,546.75,546.05,549.2,14147,7760309.45,09-Jan-2025,360,INE492A01029
SHIGAN,SM,111.25,112.1,110,110,110,111.05,7500,831525.00,09-Jan-2025,4,INE03KJ01013
VSTTILLERS,EQ,4868,4967.5,4862.55,4888.5,4888.3,4942.15,1166,5722442.00,09-Jan-2025,729,INE764D01017
ACEINTEG,EQ,29.3,30.19,28.6,29.02,29,29.85,26049,764607.33,09-Jan-2025,574,INE543V01017
DCMSHRIRAM,EQ,1055,1081,1052.05,1072.05,1078.5,1058.95,37102,39727127.70,09-Jan-2025,5782,INE499A01024
LIQUIDIETF,EQ,1000,1000.01,999.99,999.99,1000,999.99,1324252,1324251772.24,09-Jan-2025,368,INF109KC1KT9
BFSI,EQ,23.99,23.99,23.5,23.61,23.6,23.81,99184,2341246.20,09-Jan-2025,1097,INF769K01HI8
RENUKA,EQ,38.89,39.14,38.15,38.33,38.25,39.04,2449819,94634658.45,09-Jan-2025,12336,INE087H01022
SITINET,BE,0.76,0.76,0.74,0.75,0.75,0.75,913120,687366.93,09-Jan-2025,854,INE965H01011
SUNDRMBRAK,BE,1135,1193.25,1135,1143.5,1143.5,1136.45,1753,2061096.20,09-Jan-2025,125,INE073D01013
VITAL,SM,72.45,72.5,71.25,72.3,72.5,73.4,13200,949320.00,09-Jan-2025,11,INE0L4K01016
PFS,EQ,41.5,41.5,39.2,39.91,40,40.94,519415,20838631.89,09-Jan-2025,2638,INE560K01014
MHRIL,EQ,367.5,376.9,364.35,367.35,365.7,370.25,86607,32058194.95,09-Jan-2025,7036,INE998I01010
MODISONLTD,EQ,175.5,182.99,173.15,175.21,174,176.92,26613,4729704.98,09-Jan-2025,1142,INE737D01021
MSPL,EQ,40.84,41.42,39.25,39.56,39.8,40.83,412905,16674555.21,09-Jan-2025,1747,INE752G01015
9MMFSML,N2,1060,1060,1060,1060,1060,1060,228,241680.00,09-Jan-2025,2,INE774D08MA6
AMRUTANJAN,EQ,702.35,716.8,702.35,710.3,711.9,711.45,5924,4209322.35,09-Jan-2025,692,INE098F01031
CYIENTDLM,EQ,638,642,625,626.7,628,645.2,154580,97592186.55,09-Jan-2025,12441,INE055S01018
ELECTCAST,EQ,134.81,135.25,130.5,130.98,131.3,134.93,645276,85665271.59,09-Jan-2025,11101,INE086A01029
364D111225,TB,94.23,94.23,94.23,94.23,94.23,93.86,200,18846.00,09-Jan-2025,1,IN002024Z354
364D150525,TB,97.5,97.5,97.5,97.5,97.5,97.5,2000,195000.00,09-Jan-2025,1,IN002024Z073
TCIFINANCE,BE,16.08,16.08,16.08,16.08,16.08,16.41,1577,25358.16,09-Jan-2025,45,INE911B01018
RUBYMILLS,EQ,250.3,254.45,241.35,243.7,241.8,250.2,15678,3869359.20,09-Jan-2025,994,INE301D01026
RPEL,EQ,738,747.8,726.6,730.3,731,739.25,24655,18151683.45,09-Jan-2025,1422,INE912T01018
RUSHIL,EQ,31.25,31.73,30.21,30.9,31.06,31.33,494593,15355563.88,09-Jan-2025,2953,INE573K01025
1049DLS25A,Y5,995,995,995,995,995,982.65,50,49750.00,09-Jan-2025,1,INE614X07456
ITC,EQ,449.4,460.65,446.05,450.1,450.45,449.55,19732649,8931846709.45,09-Jan-2025,214398,INE154A01025
3IINFOLTD,EQ,29.99,30.09,29.03,29.12,29.27,29.86,310427,9149092.75,09-Jan-2025,2635,INE748C01038
AXISBNKETF,EQ,510,510,502.6,505.24,505.24,508.75,811256,407903168.35,09-Jan-2025,186,INF846K01X63
CHAVDA,SM,169.6,171.8,166.2,168.8,170,165,89000,15033950.00,09-Jan-2025,83,INE0PT101017
DMCC,BE,349.9,365.6,345.2,350.4,354,351.6,8299,2943910.45,09-Jan-2025,158,INE505A01010
GIPCL,EQ,230,231.9,223.01,223.99,224.17,231.11,585388,132985618.56,09-Jan-2025,24436,INE162A01010
UNIONBANK,EQ,111.23,111.7,107.77,108.06,108,111.12,10705000,1168830463.64,09-Jan-2025,53056,INE692A01016
RHIM,EQ,492,508.8,492,501,499.25,493.15,169821,85362784.10,09-Jan-2025,14540,INE743M01012
LGBBROSLTD,EQ,1300.3,1301.4,1259.65,1283.75,1298,1296.4,13008,16611118.75,09-Jan-2025,2496,INE337A01034
MUFIN,EQ,104.99,104.99,100.7,101.12,101.4,104.37,100795,10315386.78,09-Jan-2025,1680,INE08KJ01020
BHARATFORG,EQ,1248,1254.45,1225,1227.3,1226.4,1248.55,636615,790180152.30,09-Jan-2025,37293,INE465A01025
BLUEJET,EQ,598.5,599.3,580.2,582.6,582.25,599.05,102140,60094768.25,09-Jan-2025,4176,INE0KBH01020
FDC,EQ,499.3,501.05,487,488.85,487,498.15,39171,19278147.35,09-Jan-2025,4674,INE258B01022
GULFPETRO,EQ,54.15,54.93,52.75,53.13,54.89,54.48,118593,6378369.93,09-Jan-2025,1868,INE586G01017
HTMEDIA,EQ,22.95,22.95,22.02,22.16,22.19,22.79,121138,2722412.13,09-Jan-2025,602,INE501G01024
TFCILTD,EQ,164.66,167.34,163.36,164.83,163.7,165.9,276261,45675277.07,09-Jan-2025,7325,INE305A01015
TRF,EQ,423.4,426.2,411.5,418.35,418,419.25,18314,7656261.10,09-Jan-2025,972,INE391D01019
VISAKAIND,EQ,100.9,107,100.16,102.23,101.5,98.53,1863225,192895916.06,09-Jan-2025,16753,INE392A01021
ZIMLAB,EQ,105.4,105.4,103,103.34,103.85,104.23,49988,5192700.30,09-Jan-2025,916,INE518E01015
CLEDUCATE,EQ,106,115,106,106.19,106.5,107.94,126982,13774800.54,09-Jan-2025,1912,INE201M01029
DELTACORP,EQ,113.8,115.15,112.88,113.3,112.95,113.72,1341131,152883807.41,09-Jan-2025,15144,INE124G01033
DVL,EQ,344.1,369.9,344.1,361,360,350.65,62012,22418563.05,09-Jan-2025,2052,INE477B01010
DIVYADHAN,SM,69.75,70.3,69.75,69.8,69.8,69.75,12000,841200.00,09-Jan-2025,6,INE0QYI01019
GLOBALE,BE,26.83,28.93,26.83,27.14,28.49,28.18,1403,39528.06,09-Jan-2025,34,INE0URU01010
MEGASOFT,EQ,108,111,103.11,104.32,104,106.83,775247,83067765.85,09-Jan-2025,7266,INE933B01012
SYLVANPLY,SM,86.8,86.8,84.5,84.5,84.5,84.5,10000,854300.00,09-Jan-2025,5,INE01IH01015
RAMCOCEM,EQ,943.65,947.95,922.1,934.65,931.45,943.5,137821,128505933.35,09-Jan-2025,10310,INE331A01037
VETO,BE,130.7,131.79,127.5,129.47,129.85,129.26,50759,6524494.06,09-Jan-2025,220,INE918N01018
AWL,EQ,320,328.75,320,323.45,324.1,326.15,1189208,385636074.15,09-Jan-2025,16547,INE699H01024
AROGRANITE,EQ,46.62,47.31,46.03,46.63,46.41,46.88,10745,498602.93,09-Jan-2025,247,INE210C01013
HEALTHY,EQ,15.15,15.3,15,15.06,15.08,15.13,170684,2573687.38,09-Jan-2025,1494,INF209KB10C2
CUPID,EQ,78.78,78.98,76.22,78.33,78.21,77.62,226755,17613369.33,09-Jan-2025,3075,INE509F01029
HAPPSTMNDS,EQ,717.6,722.85,705.1,708.1,707.05,717.6,138563,98827229.00,09-Jan-2025,14344,INE419U01012
SILVERTUC,EQ,720,720,687.25,693,687.25,703.95,13461,9484282.20,09-Jan-2025,824,INE625X01018
THEJO,EQ,1985.05,1990,1965,1973.75,1974,1980.4,2650,5240540.05,09-Jan-2025,544,INE121N01019
PILITA,EQ,13.6,13.95,13.25,13.34,13.31,13.67,86155,1174472.90,09-Jan-2025,410,INE600A01035
PRSMJOHNSN,EQ,159.95,161,156.07,156.6,158.28,160.19,126172,19975630.47,09-Jan-2025,4803,INE010A01011
SAAKSHI,SM,210,210,205,208.4,208,210.85,16200,3371580.00,09-Jan-2025,15,INE0PSK01027
INDIFRA,SM,28,28.2,28,28.2,28.2,28.2,8000,225100.00,09-Jan-2025,4,INE0PS301014
APOLLO,EQ,133.74,134.39,128.02,129.44,128.8,133.55,4875192,636909543.91,09-Jan-2025,25380,INE713T01028
CLSEL,EQ,398,401.85,382,385.35,389,402.35,70020,27358141.30,09-Jan-2025,3289,INE419D01026
DEVYANI,EQ,192,192.05,186.11,187.14,188.4,191.01,2140363,401386227.61,09-Jan-2025,40901,INE872J01023
FIBERWEB,EQ,55.75,56.19,52.99,53.46,53.4,55.55,117730,6369276.02,09-Jan-2025,1575,INE296C01020
GGBL,SM,525.75,551,518,529.25,530,525.6,49500,26263350.00,09-Jan-2025,144,INE0R8C01018
725GS2063,GS,103.5,103.5,103.3,103.49,103.49,103.5,20065,2076260.29,09-Jan-2025,14,IN0020230044
HERANBA,EQ,393,417.95,393,404.5,403.45,393.45,100739,41335293.00,09-Jan-2025,5818,INE694N01015
TNPL,EQ,190.71,194.39,186.1,186.77,186.1,190.82,183406,34803709.30,09-Jan-2025,6553,INE107A01015
TRENT,EQ,6719,6719,6572.2,6621.7,6620,6699.1,592991,3930922109.35,09-Jan-2025,87684,INE849A01020
YUKEN,EQ,1016.15,1149.7,1009.3,1123.7,1115,1001.2,125900,140179100.45,09-Jan-2025,7781,INE384C01016
ASIANPAINT,EQ,2341.9,2361.4,2321.3,2350.2,2352,2334.35,1362314,3197947715.20,09-Jan-2025,109001,INE021A01026
DPEL,ST,131.05,131.05,131.05,131.05,131.05,133.7,10500,1376025.00,09-Jan-2025,7,INE0SCO01019
EVERESTIND,EQ,729.8,730,705,710.85,711,726,29566,21097118.35,09-Jan-2025,2297,INE295A01018
KALYANIFRG,EQ,811.55,811.55,791,811.55,811.55,772.95,6511,5272003.45,09-Jan-2025,152,INE314G01014
MBAPL,EQ,246.37,248,242.42,245.62,245.5,245.5,23041,5655212.88,09-Jan-2025,1122,INE900L01010
PNBHOUSING,EQ,875.95,900.25,870.1,890.75,887.5,873.9,917668,813804059.45,09-Jan-2025,65848,INE572E01012
SAGARDEEP,EQ,27.94,28.09,27,27.29,27.25,27.94,10074,277189.07,09-Jan-2025,206,INE976T01013
M&MFIN,EQ,278.5,282.95,276.3,279.75,279.7,278.75,1074194,300862588.40,09-Jan-2025,18474,INE774D01024
CANARYS,SM,37.95,38,37.85,38,38,37.15,20000,758600.00,09-Jan-2025,5,INE0QG301017
HEROMOTOCO,EQ,4149.35,4164.4,4112.35,4141.25,4147.5,4138.1,340998,1411384150.05,09-Jan-2025,52745,INE158A01026
ICICIGI,EQ,1858.65,1901.7,1850.05,1888.25,1887,1859.2,498197,939892226.15,09-Jan-2025,65534,INE765G01017
MIDCAPIETF,EQ,21.5,21.59,21.21,21.26,21.28,21.41,477413,10193297.68,09-Jan-2025,1685,INF109KC11W8
SONAMLTD,BE,65,66.8,64,64.84,65,65.73,83640,5429119.98,09-Jan-2025,257,INE00LM01029
PCCL,SM,199,199,195,195.5,195.95,201,12000,2361840.00,09-Jan-2025,24,INE998U01015
RML,EQ,862.95,864.95,838.95,843.7,844.95,862.05,4621,3918483.60,09-Jan-2025,540,INE050H01012
SAMPANN,BE,39,39,37.4,38.67,38.99,38.21,25110,960013.46,09-Jan-2025,153,INE735M01018
JSL,EQ,636,648,628.85,632.15,636.3,645.45,985284,627407881.60,09-Jan-2025,36655,INE220G01021
KRISHNADEF,ST,808.4,815,795,804.35,804.5,806.35,20000,16108050.00,09-Jan-2025,70,INE0J5601015
LAXMICOT,EQ,31.23,31.42,29.36,29.96,29.4,31.23,31183,948132.66,09-Jan-2025,426,INE801V01019
MUKKA,EQ,38.49,39.1,37.55,38.2,37.96,38.55,375059,14461035.52,09-Jan-2025,2834,INE0CG401037
NBCC,EQ,89.76,89.77,87.51,87.75,87.65,89.83,5630997,496157081.81,09-Jan-2025,47550,INE095N01031
ADVENZYMES,EQ,343,353,343,346.4,348,346,595928,206175334.50,09-Jan-2025,12490,INE837H01020
ASTERDM,EQ,521.6,525.85,510,515.25,517,521.6,816339,421948507.85,09-Jan-2025,33702,INE914M01019
AXISBANK,EQ,1079.6,1080.15,1054.25,1061.75,1064,1074.95,9054190,9630632647.45,09-Jan-2025,219823,INE238A01034
BIRLACABLE,EQ,206.6,208.79,203,204.16,204,206.86,11656,2399960.30,09-Jan-2025,1245,INE800A01015
BURNPUR,EQ,6.74,6.83,6.22,6.32,6.36,6.55,215401,1381132.10,09-Jan-2025,1025,INE817H01014
EIHOTEL,EQ,417.2,422.8,405.95,408.75,408.9,421,295616,121869540.65,09-Jan-2025,15229,INE230A01023
GFLLIMITED,EQ,86.2,86.3,81.76,83.82,84.5,84.6,81719,6901740.64,09-Jan-2025,1754,INE538A01037
SRF,EQ,2500,2697.7,2480,2673.9,2664.35,2350.95,10340857,27348688756.60,09-Jan-2025,391469,INE647A01010
SWELECTES,EQ,976.7,990.8,956.05,964.15,962.1,982.65,12526,12140422.85,09-Jan-2025,2475,INE409B01013
VMARCIND,ST,393,410,390.15,401,401,402,54750,22241437.50,09-Jan-2025,46,INE0GXK01018
XELPMOC,EQ,128.23,129.19,125.55,126.87,128.66,126.68,7557,958538.37,09-Jan-2025,432,INE01P501012
NITIRAJ,EQ,220.12,225.7,214.01,218.51,219,220.12,3083,675475.09,09-Jan-2025,162,INE439T01012
OMFURN,ST,106.75,110,106.75,109.5,109.9,106.35,266400,29212200.00,09-Jan-2025,77,INE338Y01016
OCCL,EQ,230.31,233.6,217,220.84,221.97,230.96,31027,6944391.34,09-Jan-2025,1743,INE321D01016
SASKEN,EQ,2193.25,2193.25,2146.5,2151.35,2164.45,2165.1,3517,7575909.60,09-Jan-2025,826,INE231F01020
INDIANB,EQ,507.8,509.45,497.05,500.35,500,507.5,1083498,543078068.85,09-Jan-2025,51031,INE562A01011
GOLD1,EQ,67.55,67.55,65.65,65.77,65.77,65.57,144319,9489336.55,09-Jan-2025,2037,INF174KA1HJ8
SGBMAY29I,GB,8114,8114,8090.22,8099.79,8113.99,8096.56,33,267445.36,09-Jan-2025,11,IN0020210053
ARIES,BE,289,289.9,281.2,282.1,282.1,290.7,18909,5381646.80,09-Jan-2025,346,INE298I01015
DCMSRIND,EQ,185.5,185.5,180,180.88,180,183.17,82179,14937225.56,09-Jan-2025,2564,INE843D01027
DOLATALGO,EQ,124.55,125,119.3,120,120.07,124.61,373733,45277041.11,09-Jan-2025,4240,INE966A01022
EXCELINDUS,EQ,1274.1,1320,1274.1,1281.4,1278,1289.65,7996,10352646.50,09-Jan-2025,1978,INE369A01029
HAL,EQ,4117,4133.35,4057.2,4097.35,4085.95,4109.8,1134421,4653982100.20,09-Jan-2025,87005,INE066F01020
NPBET,EQ,257.03,257.03,248.99,251.07,251.27,251.99,843,211090.50,09-Jan-2025,42,INF277K010X4
NILKAMAL,EQ,1911.95,1911.95,1890,1891.05,1896,1897.7,3115,5893276.90,09-Jan-2025,467,INE310A01015
SANCO,BZ,4.22,4.52,4.22,4.28,4.42,4.45,35470,153280.49,09-Jan-2025,35,INE782L01012
KIOCL,EQ,418.4,440,395,400.1,401,418.35,570123,239644374.25,09-Jan-2025,12257,INE880L01014
SGBN28VIII,GB,8093.34,8110,8082,8094,8090.01,8093.33,351,2841923.79,09-Jan-2025,34,IN0020200286
BRNL,EQ,45.48,45.48,43.56,43.77,43.84,44.8,20029,886477.40,09-Jan-2025,478,INE727S01012
FUSION,EQ,189.1,198.7,185.97,188.3,188,190.45,765619,147550303.40,09-Jan-2025,13342,INE139R01012
QUAL30IETF,EQ,21.15,21.3,20.93,21.12,21.13,21.08,252901,5353361.77,09-Jan-2025,476,INF109KC18V5
SYRMA,EQ,610.1,614.95,592,594.75,594.95,610.15,610529,369286893.95,09-Jan-2025,31079,INE0DYJ01015
NAM-INDIA,EQ,701.4,701.5,674.5,677.65,677.95,701.5,726697,500640851.35,09-Jan-2025,55727,INE298J01013
QNIFTY,EQ,2555.99,2558,2543,2551.18,2554,2561.97,454,1157885.35,09-Jan-2025,64,INF082J01028
MOHITIND,BE,37.9,37.9,36.27,36.27,36.27,38.18,31516,1144759.56,09-Jan-2025,177,INE954E01012
SGBJAN29X,GB,8150,8160,8100,8100,8100,8119,329,2669372.08,09-Jan-2025,21,IN0020200385
BALAJITELE,BE,78.45,78.45,74.43,75.89,75,76.23,49059,3739355.08,09-Jan-2025,437,INE794B01026
CARYSIL,EQ,727,742,725.35,727.85,727,727.6,28301,20722274.80,09-Jan-2025,3784,INE482D01024
DALMIASUG,EQ,366.8,369.45,356.35,358.75,357,365.55,46426,16917581.75,09-Jan-2025,1874,INE495A01022
GUFICBIO,EQ,469.7,471.25,456.05,460.65,461.3,471.6,40557,18841976.25,09-Jan-2025,2512,INE742B01025
HPL,EQ,547.2,549.6,526.5,533.7,536,548.2,162021,86834941.65,09-Jan-2025,5939,INE495S01016
PVTBANIETF,EQ,24.54,24.61,24.35,24.46,24.49,24.57,1153512,28190936.49,09-Jan-2025,1682,INF109KC18U7
903SFL28,YI,1031,1031,1025,1025.45,1025,1025,405,415651.00,09-Jan-2025,16,INE721A07NU1
KFINTECH,EQ,1454.9,1476.7,1424,1452.05,1452.5,1445.45,536251,776560535.50,09-Jan-2025,48292,INE138Y01010
MUKTAARTS,EQ,93.7,96.49,92.1,92.74,92.99,92.55,70559,6645334.22,09-Jan-2025,974,INE374B01019
UTKARSHBNK,EQ,31.8,31.88,30.91,31,31.02,31.66,2019549,63159470.92,09-Jan-2025,16800,INE735W01017
EMKAY,BE,308.7,308.7,302.6,305,305,308.7,4041,1239880.60,09-Jan-2025,54,INE296H01011
654GS2032,GS,101.01,101.01,101.01,101.01,101.01,101,5000,505050.00,09-Jan-2025,2,IN0020210244
HDFCNEXT50,EQ,69.3,69.3,66.3,66.41,66.41,67.26,73527,4902584.43,09-Jan-2025,1443,INF179KC1HS2
KANORICHEM,EQ,111.93,119.8,111.93,115.32,115.2,111.36,115667,13535034.63,09-Jan-2025,2507,INE138C01024
MASKINVEST,BE,191.27,191.27,191.27,191.27,191.27,195.18,67,12815.09,09-Jan-2025,12,INE885F01015
MCON,ST,184.5,199,184.5,199,199,193,3000,582250.00,09-Jan-2025,3,INE0O4M01019
MITCONPP,E1,63.5,63.5,61.62,61.62,61.62,61.98,71,4491.12,09-Jan-2025,5,IN9828O01015
NAZARA,EQ,983.25,996.75,983.1,990.85,987.65,985.3,156706,154926731.80,09-Jan-2025,7073,INE418L01021
SGIL,BE,435,437,415.25,418.2,421.85,437.1,13954,5898428.00,09-Jan-2025,316,INE00QT01015
TCPLPACK,EQ,3163,3205.1,3122.35,3199.1,3200,3163.15,2366,7503031.05,09-Jan-2025,677,INE822C01015
DENTALKART,SM,728,740,726.05,731,731,739,7750,5686575.00,09-Jan-2025,29,INE0N5801013
IDEA,EQ,7.98,8.21,7.9,7.92,7.91,7.99,338935170,2720035060.39,09-Jan-2025,186626,INE669E01016
WEIZMANIND,EQ,136,136,132.25,132.88,132.9,133.58,1992,265392.60,09-Jan-2025,150,INE080A01014
PARAMATRIX,SM,99,99,92.5,92.5,92.5,99.05,3600,340800.00,09-Jan-2025,3,INE0S2W01018
SANOFICONR,EQ,4865.6,4919.9,4826,4888.5,4900,4888.9,13355,65028294.00,09-Jan-2025,2147,INE0UOS01011
SHALPAINTS,EQ,128,128,125.22,125.7,125.25,127.1,20398,2578280.77,09-Jan-2025,541,INE849C01026
KAMATHOTEL,EQ,225.21,226.17,222.55,224.15,223.5,225.7,19610,4401876.38,09-Jan-2025,815,INE967C01018
MAXPOSURE,SM,97.9,101.95,94,94.5,94.5,96.65,38000,3684250.00,09-Jan-2025,32,INE0ECC01022
APOLLOPIPE,EQ,444.2,444.2,434.1,435.9,434.1,439.8,22684,9911181.35,09-Jan-2025,1491,INE126J01016
DMART,EQ,3853.5,3860,3790.1,3813.8,3811.35,3843,727974,2776409582.95,09-Jan-2025,47424,INE192R01011
GEECEE,EQ,431.75,435.7,422,426.35,424,432.05,6271,2686346.05,09-Jan-2025,633,INE916G01016
727GS2026,GS,100.38,100.4,100.38,100.4,100.4,102.95,36,3614.04,09-Jan-2025,2,IN0020190016
TATACONSUM,EQ,957.45,982.8,954.5,970.1,966.55,961.6,2130681,2070682141.80,09-Jan-2025,101963,INE192A01025
TATSILV,EQ,8.79,8.84,8.72,8.81,8.83,8.79,1084198,9540590.47,09-Jan-2025,2230,INF277KA1984
BAIDFIN,EQ,13.25,13.89,13.08,13.7,13.69,13.16,1610764,21905942.53,09-Jan-2025,2898,INE020D01022
ERIS,EQ,1293,1319,1288.05,1300.9,1291,1298.5,109951,143951432.00,09-Jan-2025,15636,INE406M01024
HINDALCO,EQ,580,596.85,578.65,589.25,591,586.65,7595188,4480406134.10,09-Jan-2025,115554,INE038A01020
LICNMID100,EQ,57.34,57.74,57.18,57.38,57.24,57.34,4936,283992.66,09-Jan-2025,116,INF767K01RN1
SVPGLOB,BE,5,5.11,4.9,4.98,5.01,5.04,85463,424215.76,09-Jan-2025,155,INE308E01029
WENDT,EQ,16505,16600,16117.05,16282.4,16117.1,16671.25,184,3020408.15,09-Jan-2025,125,INE274C01019
SDL26BEES,EQ,126.74,127.19,125.26,126.9,127.18,126.74,141758,17939445.24,09-Jan-2025,38,INF204KC1022
885IHL26,N1,969.8,969.8,969.8,969.8,969.8,969.12,1,969.80,09-Jan-2025,1,INE477L07AZ3
9PCHFL31A,NA,1011,1019,1011,1019,1019,1011,76,77084.00,09-Jan-2025,3,INE516Y07428
AARON,EQ,367.1,371,355.55,357.15,357.5,359.9,10701,3887765.20,09-Jan-2025,1250,INE721Z01010
AESTHETIK,SM,68.15,70,68.15,70,70,68.75,26000,1806400.00,09-Jan-2025,12,INE0TSF01011
DBCORP,EQ,288,300.2,288,290.15,291,289.5,89044,26214097.25,09-Jan-2025,3793,INE950I01011
SYNOPTICS,SM,115,119,115,119,119,114.75,3600,422100.00,09-Jan-2025,5,INE0BTR01012
TERASOFT,BE,171.13,173,167.84,167.95,167.84,176.68,82870,13975531.29,09-Jan-2025,490,INE482B01010
TI,EQ,429.95,433.95,413.15,415.3,416.55,429.35,555332,233978700.70,09-Jan-2025,24528,INE133E01013
A2ZINFRA,BE,24.49,24.49,23.54,23.54,23.54,24.78,360821,8608638.76,09-Jan-2025,635,INE619I01012
APTUS,EQ,291,291,287.15,287.85,288.9,291.05,248094,71645704.90,09-Jan-2025,14450,INE852O01025
BDL,EQ,1177,1215,1167.1,1203.25,1191,1181.85,756049,905798521.00,09-Jan-2025,41076,INE171Z01026
GNFC,EQ,560,573.5,558.4,569.95,568,557.3,987405,562236097.10,09-Jan-2025,26965,INE113A01013
IGPL,EQ,527.2,541.35,517.7,520.35,524.9,527.2,24295,12865762.95,09-Jan-2025,1783,INE204A01010
LICNFNHGP,EQ,267.94,270.76,263.17,270,270,263.38,1066,285396.05,09-Jan-2025,86,INF767K01PC8
MBLINFRA,EQ,64.55,64.72,62.05,62.98,63.84,63.28,159839,10247929.37,09-Jan-2025,1553,INE912H01013
WSTCSTPAPR,EQ,554.85,554.9,541,541.85,542.5,552.1,45953,25077828.60,09-Jan-2025,5548,INE976A01021
ABAN,EQ,61.51,62.39,59.47,60.09,60.37,61.67,67270,4070632.76,09-Jan-2025,1335,INE421A01028
